txn_id,user_id_p,merchant,amount_p,currency_p,created_at,settled_at,status_p,dup_flag_p,entry_id,external_id,user_id_l,amount_l,currency_l,posting_date,account,status_l,dup_flag_l,_merge,match_flag
T100388,U0088,WIX,94.67,USD,2025-06-13,2025-06-14,settled,False,L4809395,T100388,U0088,94.67,USD,2025-06-19,Clearing,posted,False,both,False
T100389,U0038,HONEYBOOK,96.37,USD,2025-06-25,2025-06-25,missing_test_only,False,,,,,,,,,,left_only,False
T100394,U0124,GLOBEX,450.51,USD,2025-06-18,2025-06-19,settled,False,L8738170,T100394,U0124,450.51,USD,2025-06-23,Fees,posted,False,both,False
T100414,U0004,STARK,463.87,USD,2025-06-26,2025-06-27,settled,True,L1292007,T100414,U0004,463.87,USD,2025-07-01,Fees,posted,True,both,False
T100414,U0004,STARK,463.87,USD,2025-06-26,2025-06-27,settled,True,L1475147,T100414,U0004,463.87,USD,2025-06-28,Fees,posted,True,both,False
T100414,U0004,STARK,463.87,USD,2025-06-26,2025-06-27,settled,True,L1292007,T100414,U0004,463.87,USD,2025-07-01,Fees,posted,True,both,False
T100414,U0004,STARK,463.87,USD,2025-06-26,2025-06-27,settled,True,L1475147,T100414,U0004,463.87,USD,2025-06-28,Fees,posted,True,both,False
T100416,U0031,ACME INC,306.2,USD,2025-06-07,2025-06-08,settled,False,L5071867,T100416,U0031,306.2,USD,2025-06-13,Clearing,posted,False,both,False
T100430,U0030,WIX,438.67,USD,2025-06-29,2025-07-01,settled,False,L3469970,T100430,U0030,438.72,USD,2025-07-01,Clearing,posted,False,both,False
T100431,U0133,BILL.COM,111.94,USD,2025-06-29,2025-07-01,missing_test_only,False,,,,,,,,,,left_only,False
T100448,U0057,BILL.COM,451.37,USD,2025-05-28,2025-05-30,missing_test_only,False,,,,,,,,,,left_only,False
T100460,U0189,RELAY,484.4,USD,2025-06-05,2025-06-07,settled,True,L5961914,T100460,U0189,484.4,USD,2025-06-08,Fees,posted,True,both,False
T100460,U0189,RELAY,484.4,USD,2025-06-05,2025-06-07,settled,True,L1143704,T100460,U0189,484.4,USD,2025-06-11,Clearing,posted,True,both,False
T100460,U0189,RELAY,484.4,USD,2025-06-05,2025-06-07,settled,True,L5961914,T100460,U0189,484.4,USD,2025-06-08,Fees,posted,True,both,False
T100460,U0189,RELAY,484.4,USD,2025-06-05,2025-06-07,settled,True,L1143704,T100460,U0189,484.4,USD,2025-06-11,Clearing,posted,True,both,False
T100472,U0188,ACME INC,256.64,USD,2025-06-23,2025-06-25,settled,False,L4928207,T100472,U0188,256.64,USD,2025-06-30,Fees,posted,False,both,False
T100473,U0022,HONEYBOOK,51.41,USD,2025-06-06,2025-06-08,settled,False,L6562632,T100473,U0022,51.41,USD,2025-06-12,Clearing,posted,False,both,False
