txn_id,user_id_p,merchant,amount_p,currency_p,created_at,settled_at,status_p,dup_flag_p,entry_id,external_id,user_id_l,amount_l,currency_l,posting_date,account,status_l,dup_flag_l,_merge,match_flag
T100043,U0163,WAYNE ENTERPRISES,357.02,USD,2025-05-20,2025-05-22,settled,False,L3822136,T100043,U0163,357.05,USD,2025-05-23,Fees,posted,False,both,True
T100044,U0051,ACME INC,347.01,USD,2025-05-18,2025-05-18,settled,False,L6712044,T100044,U0051,347.01,USD,2025-05-18,Fees,posted,False,both,True
T100045,U0010,STARK,368.93,USD,2025-05-23,2025-05-25,settled,False,L2164795,T100045,U0010,368.93,USD,2025-05-25,Fees,posted,False,both,True
T100046,U0041,WAYNE ENTERPRISES,118.13,USD,2025-05-26,2025-05-26,settled,False,L9309411,T100046,U0041,118.13,USD,2025-05-27,Cash,posted,False,both,True
T100047,U0059,ACME INC,124.72,USD,2025-05-12,2025-05-12,settled,False,L2357453,T100047,U0059,124.72,USD,2025-05-13,Fees,posted,False,both,True
T100048,U0036,BILL.COM,318.39,USD,2025-06-10,2025-06-12,settled,False,L6445315,T100048,U0036,318.39,USD,2025-06-12,Fees,posted,False,both,True
T100049,U0146,BILL.COM,424.1,USD,2025-05-24,2025-05-25,settled,False,L3414165,T100049,U0146,424.1,USD,2025-05-26,Cash,posted,False,both,True
T100050,U0119,ACME INC,322.81,USD,2025-06-18,2025-06-19,settled,False,L7912880,T100050,U0119,322.81,USD,2025-06-19,Clearing,posted,False,both,True
T100051,U0103,STARK,292.44,USD,2025-06-04,2025-06-04,settled,False,L9222462,T100051,U0103,292.44,USD,2025-06-04,Cash,posted,False,both,True
T100052,U0092,GLOBEX,84.6,USD,2025-05-02,2025-05-03,settled,False,L1460796,T100052,U0092,84.6,USD,2025-05-04,Cash,posted,False,both,True
T100053,U0162,BILL.COM,497.26,EUR,2025-06-02,2025-06-02,settled,False,L7270016,T100053,U0162,497.26,EUR,2025-06-03,Cash,posted,False,both,True
T100054,U0141,HONEYBOOK,93.52,USD,2025-05-07,2025-05-09,settled,False,L2899054,T100054,U0141,93.52,USD,2025-05-10,Fees,posted,False,both,True
T100055,U0144,BILL.COM,286.31,USD,2025-06-28,2025-06-30,settled,False,L8960339,T100055,U0144,286.31,USD,2025-07-01,Cash,posted,False,both,True
T100056,U0118,WIX,125.77,USD,2025-06-07,2025-06-07,settled,False,L8296405,T100056,U0118,125.77,USD,2025-06-08,Cash,posted,False,both,True
T100057,U0050,WIX,453.52,USD,2025-06-03,2025-06-03,settled,False,L7040502,T100057,U0050,453.52,USD,2025-06-04,Cash,posted,False,both,True
T100058,U0029,ACME INC,290.57,USD,2025-06-02,2025-06-02,settled,False,L4021372,T100058,U0029,290.57,USD,2025-06-02,Clearing,posted,False,both,True
T100059,U0060,BILL.COM,143.98,USD,2025-06-18,2025-06-18,settled,False,L6353912,T100059,U0060,143.98,USD,2025-06-19,Cash,posted,False,both,True
T100060,U0171,STARK,237.62,USD,2025-06-22,2025-06-23,settled,False,L8010131,T100060,U0171,237.62,USD,2025-06-23,Cash,posted,False,both,True
T100061,U0098,STARK,12.65,USD,2025-05-29,2025-05-29,settled,False,L6522567,T100061,U0098,12.65,USD,2025-05-30,Fees,posted,False,both,True
T100062,U0045,HONEYBOOK,288.28,USD,2025-06-02,2025-06-04,settled,False,L8456688,T100062,U0045,288.28,USD,2025-06-04,Clearing,posted,False,both,True
T100063,U0159,RELAY,137.9,USD,2025-05-18,2025-05-18,settled,False,L5961828,T100063,U0159,137.9,USD,2025-05-19,Cash,posted,False,both,True
T100064,U0053,GLOBEX,465.36,USD,2025-05-24,2025-05-25,settled,False,L3408630,T100064,U0053,465.36,USD,2025-05-26,Cash,posted,False,both,True
T100065,U0031,RELAY,495.08,USD,2025-05-27,2025-05-28,settled,False,,EXTT100065,U0031,495.08,USD,2025-05-29,,,,left_only,True
T100066,U0129,GLOBEX,371.68,USD,2025-05-09,2025-05-11,settled,False,L2549420,T100066,U0129,371.68,USD,2025-05-12,Cash,posted,False,both,True
T100067,U0175,RELAY,150.33,USD,2025-06-04,2025-06-05,settled,False,L7722055,T100067,U0175,150.33,USD,2025-06-05,Cash,posted,False,both,True
T100068,U0152,BILL.COM,457.05,USD,2025-06-26,2025-06-26,settled,False,L7426288,T100068,U0152,457.05,USD,2025-06-26,Fees,posted,False,both,True
T100069,U0019,ACME INC,40.12,USD,2025-05-14,2025-05-16,settled,False,L9012369,T100069,U0019,40.12,USD,2025-05-17,Cash,posted,False,both,True
T100070,U0142,STARK,291.54,USD,2025-05-23,2025-05-25,settled,False,L9143179,T100070,U0142,291.54,USD,2025-05-26,Clearing,posted,False,both,True
T100071,U0085,WAYNE ENTERPRISES,235.47,USD,2025-05-22,2025-05-23,settled,False,L9241353,T100071,U0085,235.47,USD,2025-05-23,Clearing,posted,False,both,True
T100072,U0057,WIX,128.87,USD,2025-05-06,2025-05-08,settled,False,L9494630,T100072,U0057,128.9,USD,2025-05-08,Fees,posted,False,both,True
T100073,U0053,WAYNE ENTERPRISES,67.89,EUR,2025-05-08,2025-05-08,settled,False,L4834242,T100073,U0053,67.89,EUR,2025-05-08,Clearing,posted,False,both,True
T100074,U0059,STARK,482.8,USD,2025-05-06,2025-05-06,settled,False,L7981440,T100074,U0059,482.8,USD,2025-05-06,Fees,posted,False,both,True
T100075,U0115,WIX,272.61,USD,2025-06-09,2025-06-09,settled,False,L6186686,T100075,U0115,272.61,USD,2025-06-10,Fees,posted,False,both,True
T100076,U0113,STARK,358.72,USD,2025-05-17,2025-05-19,settled,False,L5666805,T100076,U0113,358.72,USD,2025-05-20,Fees,posted,False,both,True
T100077,U0018,STARK,373.3,USD,2025-06-06,2025-06-07,settled,False,L2897501,T100077,U0018,373.3,USD,2025-06-07,Clearing,posted,False,both,True
T100078,U0116,WIX,418.81,USD,2025-05-12,2025-05-12,settled,False,L6573694,T100078,U0116,418.81,USD,2025-05-12,Fees,posted,False,both,True
T100080,U0117,BILL.COM,95.52,USD,2025-05-16,2025-05-16,settled,False,L1807744,T100080,U0117,95.52,USD,2025-05-17,Cash,posted,False,both,True
T100081,U0191,RELAY,220.66,USD,2025-06-24,2025-06-26,settled,False,L1788443,T100081,U0191,220.66,USD,2025-06-26,Fees,posted,False,both,True
T100082,U0075,GLOBEX,181.21,USD,2025-06-26,2025-06-26,settled,False,L6752613,T100082,U0075,181.21,USD,2025-06-26,Cash,posted,False,both,True
T100083,U0068,RELAY,25.16,USD,2025-06-21,2025-06-21,settled,False,L4765056,T100083,U0068,25.16,USD,2025-06-22,Fees,posted,False,both,True
T100084,U0143,GLOBEX,382.87,USD,2025-06-08,2025-06-08,settled,False,L4820887,T100084,U0143,382.87,USD,2025-06-08,Fees,posted,False,both,True
T100085,U0100,RELAY,28.79,USD,2025-06-05,2025-06-06,settled,False,L6446079,T100085,U0100,28.79,USD,2025-06-06,Fees,posted,False,both,True
T100086,U0179,RELAY,12.58,USD,2025-06-27,2025-06-27,settled,False,L1782877,T100086,U0179,12.58,USD,2025-06-28,Clearing,posted,False,both,True
T100087,U0068,HONEYBOOK,85.65,USD,2025-05-16,2025-05-18,settled,False,L6798946,T100087,U0068,85.65,USD,2025-05-18,Fees,posted,False,both,True
T100088,U0001,ACME INC,434.26,USD,2025-05-27,2025-05-28,settled,False,L7049850,T100088,U0001,434.26,USD,2025-05-29,Fees,posted,False,both,True
T100089,U0162,STARK,68.61,USD,2025-06-20,2025-06-22,settled,False,L8736484,T100089,U0162,68.61,USD,2025-06-22,Cash,posted,False,both,True
T100090,U0100,STARK,196.12,USD,2025-06-09,2025-06-10,settled,False,L4079042,T100090,U0100,196.12,USD,2025-06-11,Clearing,posted,False,both,True
T100091,U0042,STARK,140.61,USD,2025-05-31,2025-06-01,settled,False,L7898046,T100091,U0042,140.61,USD,2025-06-01,Cash,posted,False,both,True
T100092,U0129,HONEYBOOK,51.75,USD,2025-05-23,2025-05-23,settled,False,L5093886,T100092,U0129,51.75,USD,2025-05-23,Cash,posted,False,both,True
T100093,U0089,BILL.COM,195.77,USD,2025-05-26,2025-05-27,settled,False,L5889084,T100093,U0089,195.77,USD,2025-05-27,Cash,posted,False,both,True
T100094,U0161,WAYNE ENTERPRISES,144.52,USD,2025-06-27,2025-06-27,settled,False,L3181906,T100094,U0161,144.52,USD,2025-06-28,Cash,posted,False,both,True
T100095,U0113,HONEYBOOK,468.64,USD,2025-05-25,2025-05-25,settled,False,L1239779,T100095,U0113,468.64,USD,2025-05-26,Clearing,posted,False,both,True
T100096,U0163,GLOBEX,214.62,USD,2025-06-04,2025-06-04,settled,False,L9152885,T100096,U0163,214.62,USD,2025-06-05,Cash,posted,False,both,True
T100097,U0098,BILL.COM,68.21,EUR,2025-05-24,2025-05-26,settled,False,L6333968,T100097,U0098,68.21,EUR,2025-05-27,Cash,posted,False,both,True
T100098,U0189,BILL.COM,429.91,USD,2025-05-13,2025-05-15,settled,False,L6083801,T100098,U0189,429.91,USD,2025-05-16,Clearing,posted,False,both,True
T100099,U0098,ACME INC,191.98,USD,2025-05-20,2025-05-20,settled,False,L1909245,T100099,U0098,191.98,USD,2025-05-21,Fees,posted,False,both,True
T100100,U0085,HONEYBOOK,448.28,USD,2025-06-05,2025-06-05,settled,False,L2162189,T100100,U0085,448.28,USD,2025-06-05,Fees,posted,False,both,True
T100101,U0146,STARK,180.68,USD,2025-05-14,2025-05-16,settled,False,L9168326,T100101,U0146,180.68,USD,2025-05-16,Cash,posted,False,both,True
T100102,U0127,STARK,288.85,USD,2025-06-22,2025-06-22,settled,False,L8085904,T100102,U0127,288.85,USD,2025-06-22,Cash,posted,False,both,True
T100103,U0098,STARK,167.69,USD,2025-06-05,2025-06-05,settled,False,L7839789,T100103,U0098,167.69,USD,2025-06-06,Cash,posted,False,both,True
T100104,U0150,BILL.COM,395.86,USD,2025-06-11,2025-06-12,settled,False,L1217770,T100104,U0150,395.86,USD,2025-06-13,Fees,posted,False,both,True
T100105,U0166,WIX,277.02,USD,2025-06-04,2025-06-06,settled,False,L6910184,T100105,U0166,277.02,USD,2025-06-07,Fees,posted,False,both,True
T100106,U0074,GLOBEX,484.48,USD,2025-05-10,2025-05-11,settled,False,L7151537,T100106,U0074,484.48,USD,2025-05-11,Clearing,posted,False,both,True
T100110,U0070,ACME INC,297.98,USD,2025-05-06,2025-05-08,settled,False,L3531528,T100110,U0070,297.98,USD,2025-05-08,Fees,posted,False,both,True
T100111,U0018,HONEYBOOK,192.1,USD,2025-05-27,2025-05-28,settled,False,L3118433,T100111,U0018,192.1,USD,2025-05-28,Clearing,posted,False,both,True
T100112,U0089,WAYNE ENTERPRISES,60.04,USD,2025-06-14,2025-06-14,settled,False,L6000546,T100112,U0089,60.04,USD,2025-06-15,Fees,posted,False,both,True
T100113,U0125,GLOBEX,371.78,USD,2025-06-10,2025-06-12,settled,False,L9547900,T100113,U0125,371.78,USD,2025-06-12,Fees,posted,False,both,True
T100114,U0000,WAYNE ENTERPRISES,293.77,USD,2025-06-26,2025-06-28,settled,False,L7643433,T100114,U0000,293.77,USD,2025-06-29,Clearing,posted,False,both,True
T100115,U0112,ACME INC,434.96,USD,2025-06-22,2025-06-23,settled,False,L1751518,T100115,U0112,434.96,USD,2025-06-24,Clearing,posted,False,both,True
T100116,U0057,STARK,489.06,USD,2025-06-16,2025-06-16,settled,False,L3332214,T100116,U0057,489.06,USD,2025-06-17,Fees,posted,False,both,True
T100117,U0079,WIX,462.7,USD,2025-06-04,2025-06-06,settled,False,,EXTT100117,U0079,462.7,USD,2025-06-06,,,,left_only,True
T100118,U0019,ACME INC,263.93,USD,2025-05-14,2025-05-16,settled,False,L8846613,T100118,U0019,263.93,USD,2025-05-16,Fees,posted,False,both,True
T100119,U0158,ACME INC,315.64,USD,2025-05-16,2025-05-18,settled,False,L5808163,T100119,U0158,315.64,USD,2025-05-18,Clearing,posted,False,both,True
T100120,U0184,WAYNE ENTERPRISES,144.08,EUR,2025-05-16,2025-05-17,settled,False,L2195885,T100120,U0184,144.08,EUR,2025-05-18,Cash,posted,False,both,True
T100121,U0151,STARK,171.15,USD,2025-06-05,2025-06-06,settled,False,L9197590,T100121,U0151,171.15,USD,2025-06-07,Clearing,posted,False,both,True
T100122,U0135,GLOBEX,118.55,USD,2025-05-28,2025-05-28,settled,False,L3797921,T100122,U0135,118.55,USD,2025-05-28,Fees,posted,False,both,True
T100123,U0040,STARK,493.17,USD,2025-05-17,2025-05-17,settled,False,L7612208,T100123,U0040,493.17,USD,2025-05-18,Clearing,posted,False,both,True
T100124,U0160,HONEYBOOK,407.83,USD,2025-06-17,2025-06-17,settled,False,L1814422,T100124,U0160,407.83,USD,2025-06-18,Clearing,posted,False,both,True
T100125,U0140,WIX,42.72,USD,2025-05-18,2025-05-20,settled,False,L6153435,T100125,U0140,42.72,USD,2025-05-21,Fees,posted,False,both,True
T100126,U0196,RELAY,459.99,USD,2025-06-25,2025-06-26,settled,False,L4641771,T100126,U0196,459.99,USD,2025-06-26,Clearing,posted,False,both,True
T100127,U0108,HONEYBOOK,18.05,USD,2025-06-23,2025-06-23,settled,False,L7985945,T100127,U0108,18.05,USD,2025-06-23,Cash,posted,False,both,True
T100129,U0062,ACME INC,485.11,USD,2025-06-18,2025-06-18,settled,False,L7674192,T100129,U0062,485.11,USD,2025-06-18,Fees,posted,False,both,True
T100130,U0160,GLOBEX,23.23,USD,2025-05-21,2025-05-23,settled,False,L6630761,T100130,U0160,23.23,USD,2025-05-23,Cash,posted,False,both,True
T100131,U0005,STARK,407.39,USD,2025-05-05,2025-05-06,settled,False,L3870574,T100131,U0005,407.39,USD,2025-05-07,Clearing,posted,False,both,True
T100132,U0002,HONEYBOOK,294.65,USD,2025-06-06,2025-06-07,settled,False,L9343528,T100132,U0002,294.65,USD,2025-06-07,Cash,posted,False,both,True
T100133,U0082,ACME INC,124.34,USD,2025-06-15,2025-06-15,settled,False,L1291464,T100133,U0082,124.34,USD,2025-06-15,Cash,posted,False,both,True
T100134,U0050,HONEYBOOK,305.06,USD,2025-05-01,2025-05-01,settled,False,L9727148,T100134,U0050,305.06,USD,2025-05-02,Fees,posted,False,both,True
T100135,U0031,GLOBEX,182.29,USD,2025-06-08,2025-06-09,settled,False,L4110691,T100135,U0031,182.29,USD,2025-06-10,Clearing,posted,False,both,True
T100136,U0161,WIX,387.3,USD,2025-05-12,2025-05-12,settled,False,L5510784,T100136,U0161,387.3,USD,2025-05-13,Cash,posted,False,both,True
T100137,U0053,STARK,282.66,USD,2025-06-28,2025-06-28,settled,False,L4287093,T100137,U0053,282.66,USD,2025-06-28,Clearing,posted,False,both,True
T100139,U0084,WIX,353.52,USD,2025-06-08,2025-06-09,settled,False,,EXTT100139,U0084,353.52,USD,2025-06-10,,,,left_only,True
T100141,U0029,RELAY,221.55,USD,2025-06-03,2025-06-03,settled,False,L8133131,T100141,U0029,221.55,USD,2025-06-04,Fees,posted,False,both,True
T100142,U0165,ACME INC,392.91,USD,2025-06-24,2025-06-25,settled,False,L9811940,T100142,U0165,392.91,USD,2025-06-26,Clearing,posted,False,both,True
T100143,U0050,ACME INC,475.01,USD,2025-05-10,2025-05-10,settled,False,L3607622,T100143,U0050,475.01,USD,2025-05-11,Cash,posted,False,both,True
T100144,U0073,ACME INC,132.83,USD,2025-05-05,2025-05-06,settled,False,L7472652,T100144,U0073,132.83,USD,2025-05-07,Fees,posted,False,both,True
T100145,U0005,HONEYBOOK,176.97,USD,2025-06-17,2025-06-19,settled,False,L9368352,T100145,U0005,176.97,USD,2025-06-19,Fees,posted,False,both,True
T100146,U0114,RELAY,68.8,USD,2025-05-16,2025-05-18,settled,False,L5371047,T100146,U0114,68.8,USD,2025-05-19,Fees,posted,False,both,True
T100147,U0117,BILL.COM,322.23,USD,2025-06-25,2025-06-25,settled,False,L6801038,T100147,U0117,322.23,USD,2025-06-25,Fees,posted,False,both,True
T100148,U0194,BILL.COM,239.61,USD,2025-06-01,2025-06-02,settled,False,L1142980,T100148,U0194,239.61,USD,2025-06-03,Clearing,posted,False,both,True
T100149,U0060,GLOBEX,115.81,USD,2025-05-05,2025-05-06,settled,False,L3235883,T100149,U0060,115.81,USD,2025-05-07,Fees,posted,False,both,True
T100150,U0091,GLOBEX,92.62,USD,2025-05-06,2025-05-06,settled,False,L6087692,T100150,U0091,92.62,USD,2025-05-07,Cash,posted,False,both,True
T100151,U0132,ACME INC,181.22,USD,2025-06-03,2025-06-03,settled,False,L9987114,T100151,U0132,181.22,USD,2025-06-04,Cash,posted,False,both,True
T100152,U0077,GLOBEX,346.75,USD,2025-05-26,2025-05-26,settled,False,L9741022,T100152,U0077,346.75,USD,2025-05-27,Cash,posted,False,both,True
T100154,U0062,BILL.COM,35.23,USD,2025-06-05,2025-06-05,settled,False,L3592316,T100154,U0062,35.23,USD,2025-06-06,Clearing,posted,False,both,True
T100156,U0126,BILL.COM,244.84,USD,2025-05-28,2025-05-30,settled,False,L2203920,T100156,U0126,244.84,USD,2025-05-30,Fees,posted,False,both,True
T100157,U0077,BILL.COM,361.66,USD,2025-05-14,2025-05-16,settled,False,L7928655,T100157,U0077,361.66,USD,2025-05-16,Fees,posted,False,both,True
T100159,U0017,GLOBEX,180.3,USD,2025-05-25,2025-05-27,settled,False,L2578315,T100159,U0017,180.3,USD,2025-05-28,Fees,posted,False,both,True
T100160,U0027,GLOBEX,284.16,USD,2025-06-08,2025-06-09,settled,False,L6366645,T100160,U0027,284.16,USD,2025-06-10,Clearing,posted,False,both,True
T100161,U0125,STARK,120.44,USD,2025-05-20,2025-05-20,settled,False,L3897706,T100161,U0125,120.44,USD,2025-05-21,Cash,posted,False,both,True
T100162,U0067,GLOBEX,395.64,USD,2025-06-16,2025-06-18,settled,False,L2449991,T100162,U0067,395.64,USD,2025-06-19,Clearing,posted,False,both,True
T100163,U0033,RELAY,373.99,USD,2025-06-11,2025-06-11,settled,False,L1424528,T100163,U0033,373.99,USD,2025-06-11,Fees,posted,False,both,True
T100164,U0100,WIX,450.33,USD,2025-06-03,2025-06-05,settled,False,L2650824,T100164,U0100,450.33,USD,2025-06-06,Cash,posted,False,both,True
T100165,U0183,WAYNE ENTERPRISES,493.33,USD,2025-06-22,2025-06-23,settled,False,,EXTT100165,U0183,493.33,USD,2025-06-23,,,,left_only,True
T100166,U0020,WIX,185.85,USD,2025-05-30,2025-06-01,settled,False,L8083610,T100166,U0020,185.85,USD,2025-06-02,Clearing,posted,False,both,True
T100167,U0189,WIX,403.9,USD,2025-06-24,2025-06-24,settled,False,L2901740,T100167,U0189,403.9,USD,2025-06-24,Clearing,posted,False,both,True
T100168,U0130,WAYNE ENTERPRISES,14.03,USD,2025-05-24,2025-05-26,settled,False,L5584946,T100168,U0130,14.03,USD,2025-05-27,Cash,posted,False,both,True
T100169,U0005,GLOBEX,290.12,USD,2025-05-04,2025-05-06,settled,False,L4770771,T100169,U0005,290.12,USD,2025-05-06,Cash,posted,False,both,True
T100170,U0133,WIX,132.66,USD,2025-06-26,2025-06-27,settled,False,L8097037,T100170,U0133,132.66,USD,2025-06-27,Cash,posted,False,both,True
T100171,U0078,WAYNE ENTERPRISES,287.95,USD,2025-06-14,2025-06-14,settled,False,L7620241,T100171,U0078,287.95,USD,2025-06-15,Cash,posted,False,both,True
T100172,U0069,GLOBEX,165.22,USD,2025-05-20,2025-05-20,settled,False,L1753494,T100172,U0069,165.22,USD,2025-05-21,Clearing,posted,False,both,True
T100173,U0019,ACME INC,267.27,USD,2025-05-26,2025-05-27,settled,False,L6277420,T100173,U0019,267.27,USD,2025-05-27,Cash,posted,False,both,True
T100174,U0063,WIX,292.71,USD,2025-06-05,2025-06-05,settled,False,L8389844,T100174,U0063,292.71,USD,2025-06-05,Fees,posted,False,both,True
T100175,U0002,ACME INC,187.77,USD,2025-05-05,2025-05-07,settled,False,L7072310,T100175,U0002,187.77,USD,2025-05-07,Fees,posted,False,both,True
T100176,U0137,STARK,104.86,USD,2025-05-02,2025-05-02,settled,False,L7210958,T100176,U0137,104.86,USD,2025-05-02,Clearing,posted,False,both,True
T100177,U0062,HONEYBOOK,6.34,USD,2025-05-11,2025-05-13,settled,False,L1225391,T100177,U0062,6.34,USD,2025-05-13,Fees,posted,False,both,True
T100178,U0151,WIX,208.86,USD,2025-05-31,2025-05-31,settled,False,L3535394,T100178,U0151,208.86,USD,2025-06-01,Cash,posted,False,both,True
T100179,U0068,WIX,374.26,USD,2025-05-14,2025-05-14,settled,False,L1686268,T100179,U0068,374.26,USD,2025-05-14,Clearing,posted,False,both,True
T100180,U0119,WAYNE ENTERPRISES,469.48,USD,2025-06-04,2025-06-06,settled,False,L4792824,T100180,U0119,469.48,USD,2025-06-07,Cash,posted,False,both,True
T100181,U0000,BILL.COM,362.19,USD,2025-05-29,2025-05-31,settled,False,L6149534,T100181,U0000,362.19,USD,2025-06-01,Clearing,posted,False,both,True
T100182,U0104,HONEYBOOK,104.81,USD,2025-06-04,2025-06-04,settled,False,L3027320,T100182,U0104,104.78,USD,2025-06-04,Clearing,posted,False,both,True
T100183,U0164,HONEYBOOK,121.67,USD,2025-05-26,2025-05-27,settled,False,L7330034,T100183,U0164,121.67,USD,2025-05-27,Clearing,posted,False,both,True
T100184,U0131,ACME INC,439.21,USD,2025-05-18,2025-05-20,settled,False,L1045475,T100184,U0131,439.21,USD,2025-05-21,Fees,posted,False,both,True
